antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'rel_Family', 'weap_OtherWeap', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.0002514782531003456,0.20948138483258788,0.00024724201912775174,0.9831546707503829,4.693279412564962,0.0001945620064130113,46.928059609483725
"frozenset({'rel_Family', 'ass_OtherFelony', 'weap_Knife'})",frozenset({'ucr_Assault'}),0.0002120042547193572,0.20948138483258788,0.00020853824510541676,0.9836512261580382,4.69564981606431,0.0001641273002364051,48.353388627740316
"frozenset({'rel_Known', 'ass_OtherFelony', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.00020911591337440682,0.20948138483258788,0.00020853824510541676,0.9972375690607735,4.760506857722657,0.00016473235398121452,286.16773869060967
"frozenset({'rel_Known', 'weap_Fists', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.0007842809531988573,0.20948138483258788,0.0007781191583296299,0.9921433832555855,4.73618877423634,0.0006138268981557112,100.6181974867762
"frozenset({'rel_Known', 'weap_OtherWeap', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.00040109433476877477,0.20948138483258788,0.0003964729886168542,0.9884781565050409,4.7186921038115495,0.00031245119192098566,68.6104281414055
"frozenset({'rel_Known', 'weap_Firearm', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.0006668217385042089,0.20948138483258788,0.0006456405686412395,0.9682356338434883,4.622060497725262,0.000505953827422904,24.88696331204318
"frozenset({'rel_Known', 'weap_MVWeap', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.0002809393348188394,0.20948138483258788,0.0002803616665498493,0.9979437971213159,4.76387817427714,0.00022151010563805273,384.455553176399
"frozenset({'rel_Known', 'ass_OtherFelony', 'weap_Knife'})",frozenset({'ucr_Assault'}),0.0005247153443326506,0.20948138483258788,0.0005185535494634232,0.9882568807339449,4.7176358010222925,0.0004086354524897113,67.31760082284968
"frozenset({'rel_Known', 'weap_BluntObject', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.0003937772033615672,0.20948138483258788,0.0003912739741959435,0.9936430317848409,4.743347637208599,0.0003087849803202588,124.35465907825534
"frozenset({'rel_Known', 'ass_LoversQuarrelAssault', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.0005231748956153438,0.20948138483258788,0.0005218270029877002,0.9974236290025763,4.761395050923936,0.0004122316013445534,306.83415391568644
"frozenset({'ucr_Assault', 'ass_LoversQuarrelAssault', 'weap_Fists'})",frozenset({'rel_Known'}),0.0006899284692638119,0.1239860959098776,0.0005218270029877002,0.7563494278537538,6.100276182609423,0.00043628546562660223,3.595369780475267
"frozenset({'ass_LoversQuarrelAssault', 'weap_Fists'})","frozenset({'rel_Known', 'ucr_Assault'})",0.0006924316984294355,0.11342323905530442,0.0005218270029877002,0.753615127919911,6.644274437908208,0.0004432891569272679,3.598340894308268
"frozenset({'rel_Known', 'ass_LoversQuarrelAssault', 'weap_Knife'})",frozenset({'ucr_Assault'}),0.0003440977322284208,0.20948138483258788,0.00034159450306279717,0.9927252378287633,4.738966369838177,0.0002695124335978346,108.66590502339777
"frozenset({'ucr_Assault', 'ass_LoversQuarrelAssault', 'weap_Knife'})",frozenset({'rel_Known'}),0.00046906663441994016,0.1239860959098776,0.00034159450306279717,0.7282430213464697,5.873586195308637,0.00028343676233948296,3.223519441636765
"frozenset({'ass_LoversQuarrelAssault', 'weap_Knife'})","frozenset({'rel_Known', 'ucr_Assault'})",0.00047253264403388065,0.11342323905530442,0.00034159450306279717,0.7229013854930725,6.373485641162042,0.00028799832001710724,3.1994990755268864
"frozenset({'rel_Known', 'rel_Family', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.00036874491170533065,0.20948138483258788,0.00036778213125701387,0.9973890339425587,4.761229904698435,0.00029053693650301087,302.76862960911734
"frozenset({'rel_Known', 'rel_Family', 'ucr_Assault'})",frozenset({'weap_Fists'}),0.0064254041559765945,0.13377872840579733,0.004957549084472816,0.7715544367526747,5.767392514094484,0.004097966686992942,3.7918060621575433
"frozenset({'rel_Known', 'rel_Family', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.004998563531571111,0.20948138483258788,0.004957549084472816,0.9917947532647637,4.734524521390674,0.003910443073705629,96.34306446540393
"frozenset({'rel_Known', 'rel_Family'})","frozenset({'ucr_Assault', 'weap_Fists'})",0.006508395830621501,0.1205691880988013,0.004957549084472816,0.761715976331361,6.317666962368257,0.004172837083349158,3.690683069563015
"frozenset({'rel_Known', 'rel_Family', 'weap_OtherWeap'})",frozenset({'ucr_Assault'}),0.00025898794059721656,0.20948138483258788,0.0002559070431626028,0.9881040892193308,4.716906421107527,0.0002016538907113579,66.45297108751025
"frozenset({'rel_Known', 'rel_Family', 'weap_Knife'})",frozenset({'ucr_Assault'}),0.00024955269220371205,0.20948138483258788,0.00024704946303808834,0.9899691358024689,4.725809582525086,0.00019477281948655418,78.80862501976497
"frozenset({'rel_Known', 'rel_Family', 'weap_NoWeap'})",frozenset({'ucr_Assault'}),0.00030808974346137287,0.20948138483258788,0.00028806391013638365,0.935,4.463403756602181,0.00022352484402337854,12.161824848729427
"frozenset({'rel_Known', 'rel_Family', 'ucr_Vandalism'})",frozenset({'weap_Fists'}),0.00036874491170533065,0.13377872840579733,0.0002730445351426417,0.7404699738903394,5.535035223568854,0.00022371430974859455,3.337653390549091
"frozenset({'rel_Family', 'weap_Fists', 'ucr_Larceny'})",frozenset({'ucr_Assault'}),0.00025937305277654325,0.20948138483258788,0.00025629215534192956,0.988121752041574,4.716990738013573,0.00020195832905804337,66.55178591440749
"frozenset({'rel_Family', 'weap_Fists', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.0017426326114533903,0.20948138483258788,0.0017312718021632522,0.9934806629834254,4.74257253825866,0.001366222709461567,121.25751639432333
"frozenset({'rel_Family', 'ucr_Assault', 'ucr_Kidnap_SexOff'})",frozenset({'weap_Fists'}),0.0003685523556156673,0.13377872840579733,0.00028844902231571034,0.7826541274817137,5.850363034604814,0.00023914455683048515,3.9854507544021733
"frozenset({'ucr_Drug', 'rel_Family', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.00034987441491832156,0.20948138483258788,0.0003433275078697674,0.9812878370941112,4.684367720207364,0.00027003533091518594,42.246244816446676
"frozenset({'rel_Family', 'weap_Firearm', 'ucr_WeaponViol'})",frozenset({'ucr_Assault'}),0.0002160479326022877,0.20948138483258788,0.00020950102555373354,0.9696969696969697,4.62903646771252,0.0001642430054419887,26.087114300524625
"frozenset({'rel_Family', 'weap_Fists', 'drug_ComputerUse'})",frozenset({'ucr_Assault'}),0.0002657274037354341,0.20948138483258788,0.00025667726752125626,0.9659420289855073,4.611111530303579,0.00020101232299878934,23.21097210491554
"frozenset({'rel_Known', 'ucr_Larceny', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.0011459012895866437,0.20948138483258788,0.0011125890860748827,0.9709292555872961,4.634919023297644,0.0008725440970508242,27.192926467406085
"frozenset({'rel_Known', 'ucr_Burglary', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.00023799932682391054,0.20948138483258788,0.00022740874189242584,0.9555016181229773,4.561272205101134,0.00017755231332012937,17.765109242671276
"frozenset({'rel_Known', 'ucr_Burglary', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.0008110462496620641,0.20948138483258788,0.0007419186134729186,0.9147673314339981,4.366819190951294,0.0005720195219304326,9.274831217507357
"frozenset({'rel_Known', 'weap_Fists', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.0038212755993693405,0.20948138483258788,0.003757539533690769,0.9833207357016881,4.6940721558029255,0.002957053429307902,47.395292803617245
"frozenset({'rel_Known', 'weap_OtherWeap', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.0003749067065745581,0.20948138483258788,0.000371633253050281,0.9912686183872624,4.73201291455782,0.0002930972769740179,90.5376319841734
"frozenset({'rel_Known', 'weap_Knife', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.00021681815696094115,0.20948138483258788,0.0002093084694640702,0.9653641207815276,4.608352773460141,0.00016388910168704284,22.823691299448893
"frozenset({'rel_Known', 'weap_NoWeap', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.00029576615372291795,0.20948138483258788,0.0002849830127017699,0.9635416666666667,4.599652935446767,0.000223025509233285,21.68279630173478
"frozenset({'rel_Known', 'weap_BluntObject', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.0002395397755412174,0.20948138483258788,0.00023626632201694033,0.9863344051446945,4.708458491111024,0.00018608719811407884,57.84736219225051
"frozenset({'rel_Known', 'ucr_Assault', 'ucr_Kidnap_SexOff'})",frozenset({'weap_Fists'}),0.0009286980204463759,0.13377872840579733,0.0007178491022649988,0.7729628861704333,5.777920715659432,0.0005936090620167014,3.8153289432866107
"frozenset({'ucr_Assault', 'ucr_Kidnap_SexOff', 'weap_Fists'})",frozenset({'rel_Known'}),0.0010251686213677183,0.1239860959098776,0.0007178491022649988,0.7002253944402704,5.647612252822662,0.0005907424472523039,2.9222418705362223
"frozenset({'rel_Known', 'weap_Fists', 'ucr_Drug'})",frozenset({'ucr_Assault'}),0.0007188118827133156,0.20948138483258788,0.0006756793186287233,0.9399946423787837,4.487246650245334,0.0005251016100038182,13.174133885803323
"frozenset({'rel_Known', 'weap_Firearm', 'ucr_WeaponViol'})",frozenset({'ucr_Assault'}),0.0005761278202727673,0.20948138483258788,0.0005121991985045324,0.8890374331550802,4.2439925335875355,0.00039151114487321286,7.124191857171377
"frozenset({'rel_Known', 'weap_Fists', 'drug_ComputerUse'})",frozenset({'ucr_Assault'}),0.0005048820670973248,0.20948138483258788,0.000446922684108654,0.8852021357742181,4.225683998039486,0.0003411592895159668,6.886178767338719
"frozenset({'rel_Known', 'weap_Fists', 'weap_Knife'})",frozenset({'ucr_Assault'}),0.00022317250791983198,0.20948138483258788,0.0002179734934989213,0.9767040552200172,4.662486148831668,0.0001712230074833132,33.93374351774186
"frozenset({'weap_Firearm', 'weap_Fists', 'ucr_WeaponViol'})",frozenset({'ucr_Assault'}),0.00022336506400949532,0.20948138483258788,0.00021701071305060452,0.9715517241379311,4.63789049759419,0.0001702198901186758,27.787927078612146
"frozenset({'rel_Known', 'rel_Family', 'ass_Argument', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.0002564847114315929,0.20948138483258788,0.0002564847114315929,1.0,4.773693857328537,0.00020275593889251613,inf
"frozenset({'rel_Known', 'rel_Family', 'ucr_Assault', 'ucr_Vandalism'})",frozenset({'weap_Fists'}),0.00036778213125701387,0.13377872840579733,0.000272659422963315,0.7413612565445027,5.541697588092605,0.00022345799711337764,3.3491551189168574
"frozenset({'rel_Known', 'rel_Family', 'weap_Fists', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.0002730445351426417,0.20948138483258788,0.000272659422963315,0.9985895627644571,4.766960861761078,0.0002154616756206642,560.4776981537402
"frozenset({'rel_Known', 'rel_Family', 'ucr_Vandalism'})","frozenset({'ucr_Assault', 'weap_Fists'})",0.00036874491170533065,0.1205691880988013,0.000272659422963315,0.739425587467363,6.13279063355254,0.0002282001483434391,3.3749699494805525
